"cells"	"ct"	"umi"	"cdr"
"bBM4336"	"bBM4336"	"ER"	3326	0.0206700939549725
"bBM4337"	"bBM4337"	"MO"	5262	0.0876085800390002
"bBM4338"	"bBM4338"	"ER"	4369	0.0756603439106541
"bBM4339"	"bBM4339"	"ER"	3907	0.0689594043609289
"bBM4340"	"bBM4340"	"MO"	4359	0.0722921467824854
"bBM4341"	"bBM4341"	"ER"	4504	0.076227619216451
"bBM4342"	"bBM4342"	"GR"	4787	0.0632157418897359
"bBM4343"	"bBM4343"	"GR"	5672	0.0861549370678958
"bBM4344"	"bBM4344"	"ER"	4190	0.070838503811381
"bBM4345"	"bBM4345"	"MO"	4364	0.0752348874313065
"bBM4346"	"bBM4346"	"MO"	4276	0.0754830703775926
"bBM4347"	"bBM4347"	"GR"	4265	0.0695975890799504
"bBM4348"	"bBM4348"	"ER"	3873	0.0661230278319447
"bBM4349"	"bBM4349"	"ER"	4740	0.076582166282574
"bBM4350"	"bBM4350"	"MO"	4069	0.0655912072327601
"bBM4351"	"bBM4351"	"ER"	5453	0.0828576493529516
"bBM4352"	"bBM4352"	"ER"	3445	0.0120191455415706
"bBM4353"	"bBM4353"	"GR"	4382	0.0671512143237015
"bBM4354"	"bBM4354"	"GR"	4994	0.0850203864563021
"bBM4355"	"bBM4355"	"GR"	4889	0.0775394433611062
"bBM4356"	"bBM4356"	"MO"	4389	0.0779294451338415
"bBM4357"	"bBM4357"	"ER"	4002	0.0708030491047687
"bBM4358"	"bBM4358"	"MO"	5520	0.0868285764935295
"bBM4359"	"bBM4359"	"ER"	4516	0.0706966849849317
"bBM4360"	"bBM4360"	"ER"	4871	0.0823967381669917
"bBM4361"	"bBM4361"	"ER"	3888	0.0666903031377415
"bBM4362"	"bBM4362"	"MO"	5603	0.090870413047332
"bBM4363"	"bBM4363"	"GR"	3771	0.0651657507534125
"bBM4364"	"bBM4364"	"ER"	4440	0.0756957986172664
"bBM4365"	"bBM4365"	"ER"	3946	0.0652012054600248
"bBM4366"	"bBM4366"	"GR"	4969	0.0670093954972523
"bBM4367"	"bBM4367"	"ER"	4198	0.074703066832122
"bBM4368"	"bBM4368"	"ER"	4029	0.0725048750221592
"bBM4369"	"bBM4369"	"MO"	4346	0.0741357915263251
"bBM4370"	"bBM4370"	"GR"	4803	0.0769012586420847
"bBM4371"	"bBM4371"	"GR"	4458	0.0674348519765999
"bBM4372"	"bBM4372"	"ER"	4414	0.0717957808899131
"bBM4373"	"bBM4373"	"ER"	4207	0.0698103173196242
"bBM4375"	"bBM4375"	"ER"	4291	0.0714766885304024
"bBM4376"	"bBM4376"	"ER"	4469	0.0763339833362879
"bBM4377"	"bBM4377"	"GR"	4748	0.0778939904272292
"bBM4378"	"bBM4378"	"GR"	4610	0.07775217160078
"bBM4379"	"bBM4379"	"ER"	4115	0.0646693848608403
"bBM4380"	"bBM4380"	"ER"	3556	0.0484311292324056
"bBM4381"	"bBM4381"	"MO"	4768	0.0771139868817586
"bBM4382"	"bBM4382"	"ER"	4862	0.0798085445842936
"bBM4383"	"bBM4383"	"MO"	3759	0.0697039531997873
"bBM4384"	"bBM4384"	"ER"	3376	0.0620457365715299
"bBM4385"	"bBM4385"	"ER"	4484	0.0770785321751462
"bBM4386"	"bBM4386"	"GR"	5586	0.0799149087041305
"bBM4387"	"bBM4387"	"GR"	4787	0.0791703598652721
"bBM4388"	"bBM4388"	"ER"	3446	0.0610884594929977
"bBM4389"	"bBM4389"	"ER"	4000	0.0714412338237901
"bBM4390"	"bBM4390"	"MO"	4901	0.0815103705016841
"bBM4391"	"bBM4391"	"GR"	4291	0.0697394079063996
"bBM4392"	"bBM4392"	"ER"	4318	0.075873072150328
"bBM4393"	"bBM4393"	"ER"	4409	0.0789576316255983
"bBM4394"	"bBM4394"	"ER"	4405	0.0737103350469775
"bBM4395"	"bBM4395"	"GR"	5497	0.0778939904272292
"bBM4396"	"bBM4396"	"MO"	4010	0.0687821308278674
"bBM4397"	"bBM4397"	"GR"	5188	0.0804821840099273
"bBM4398"	"bBM4398"	"GR"	4379	0.0597766353483425
"bBM4399"	"bBM4399"	"ER"	3989	0.0668321219641907
"bBM4400"	"bBM4400"	"ER"	3162	0.0575075341251551
"bBM4401"	"bBM4401"	"ER"	4356	0.0753412515511434
"bBM4402"	"bBM4402"	"ER"	4173	0.0707675943981564
"bBM4403"	"bBM4403"	"ER"	3831	0.0691366778939904
"bBM4404"	"bBM4404"	"ER"	4004	0.0689239496543166
"bBM4405"	"bBM4405"	"ER"	4098	0.0743130650593866
"bBM4406"	"bBM4406"	"ER"	2941	0.0299592270873959
"bBM4407"	"bBM4407"	"ER"	4454	0.0793121786917213
"bBM4408"	"bBM4408"	"ER"	3342	0.0602375465343024
"bBM4409"	"bBM4409"	"GR"	4429	0.0652012054600248
"bBM4410"	"bBM4410"	"ER"	4591	0.0784258110264138
"bBM4411"	"bBM4411"	"ER"	4315	0.0770785321751462
"bBM4412"	"bBM4412"	"GR"	4566	0.0786030845594753
"bBM4413"	"bBM4413"	"GR"	4881	0.0643148377947173
"bBM4414"	"bBM4414"	"GR"	5044	0.0785321751462507
"bBM4415"	"bBM4415"	"GR"	5220	0.0838149264314838
"bBM4416"	"bBM4416"	"ER"	3818	0.0614075518525084
"bBM4417"	"bBM4417"	"ER"	3820	0.0640666548484311
"bBM4418"	"bBM4418"	"GR"	4437	0.0622584648112037
"bBM4419"	"bBM4419"	"GR"	4287	0.0642793830881049
"bBM4420"	"bBM4420"	"GR"	5498	0.080907640489275
"bBM4421"	"bBM4421"	"GR"	3935	0.0713703244105655
"bBM4422"	"bBM4422"	"ER"	3473	0.0575075341251551
"bBM4423"	"bBM4423"	"DC"	3389	0.0611593689062223
"bBM4424"	"bBM4424"	"GR"	4966	0.0781776280801276
"bBM4425"	"bBM4425"	"ER"	3291	0.059953908881404
"bBM4426"	"bBM4426"	"ER"	3747	0.0654848431129232
"bBM4427"	"bBM4427"	"DC"	5101	0.08314128700585
"bBM4428"	"bBM4428"	"GR"	4738	0.05527388760858
"bBM4429"	"bBM4429"	"ER"	4420	0.0772912604148201
"bBM4430"	"bBM4430"	"MO"	3772	0.0681794008154583
"bBM4431"	"bBM4431"	"MK"	3033	0.0643857472079419
"bBM4432"	"bBM4432"	"GR"	4374	0.0527211487324942
"bBM4433"	"bBM4433"	"GR"	4345	0.0560538911540507
"bBM4434"	"bBM4434"	"ER"	3621	0.0628966495302251
"bBM4435"	"bBM4435"	"GR"	3501	0.0617620989186315
"bBM4436"	"bBM4436"	"GR"	4611	0.0811558234355611
"bBM4437"	"bBM4437"	"ER"	4484	0.0757312533238787
"bBM4438"	"bBM4438"	"ER"	3813	0.0659457542988832
"bBM4439"	"bBM4439"	"GR"	4282	0.073533061513916
"bBM4440"	"bBM4440"	"ER"	3432	0.0644212019145542
"bBM4441"	"bBM4441"	"GR"	4746	0.0607339124268747
"bBM4442"	"bBM4442"	"GR"	4766	0.0771139868817586
"bBM4443"	"bBM4443"	"GR"	4233	0.0725757844353838
"bBM4444"	"bBM4444"	"GR"	3920	0.0678603084559475
"bBM4445"	"bBM4445"	"GR"	5543	0.0807303669562134
"bBM4446"	"bBM4446"	"ER"	3777	0.0676121255096614
"bBM4447"	"bBM4447"	"ER"	4441	0.07236305619571
"bBM4448"	"bBM4448"	"ER"	4425	0.0716539620634639
"bBM4449"	"bBM4449"	"ER"	3165	0.0608048218400993
"bBM4450"	"bBM4450"	"LY"	3540	0.0577911717780535
"bBM4451"	"bBM4451"	"LY"	3113	0.059138450629321
"bBM4452"	"bBM4452"	"ER"	2345	0.0162028009218224
"bBM4453"	"bBM4453"	"ER"	4110	0.0689948590675412
"bBM4454"	"bBM4454"	"MO"	5062	0.0855876617620989
"bBM4455"	"bBM4455"	"GR"	4326	0.0567629852862968
"bBM4456"	"bBM4456"	"ER"	3313	0.0624002836376529
"bBM4457"	"bBM4457"	"GR"	3416	0.0631448324765113
"bBM4458"	"bBM4458"	"ER"	3172	0.0232582875376706
"bBM4459"	"bBM4459"	"ER"	4243	0.0732494238610176
"bBM4460"	"bBM4460"	"ER"	4122	0.0721503279560362
"bBM4461"	"bBM4461"	"ER"	4083	0.0672930331501507
"bBM4462"	"bBM4462"	"GR"	3675	0.068498493174969
"bBM4463"	"bBM4463"	"MO"	4139	0.0764758021627371
"bBM4464"	"bBM4464"	"GR"	4122	0.0643857472079419
"bBM4465"	"bBM4465"	"GR"	3576	0.0621875553979791
"bBM4466"	"bBM4466"	"ER"	3535	0.0610175500797731
"bBM4467"	"bBM4467"	"ER"	2728	0.0118418720085091
"bBM4468"	"bBM4468"	"GR"	4038	0.068037581989009
"bBM4469"	"bBM4469"	"GR"	3378	0.0623648289310406
"bBM4470"	"bBM4470"	"ER"	3390	0.0622230101045914
"bBM4471"	"bBM4471"	"ER"	4154	0.0729657862081191
"bBM4472"	"bBM4472"	"ER"	2678	0.0284346747030668
"bBM4473"	"bBM4473"	"ER"	2887	0.0548129764226201
"bBM4474"	"bBM4474"	"MK"	3530	0.0689239496543166
"bBM4475"	"bBM4475"	"ER"	3557	0.0619748271583053
"bBM4476"	"bBM4476"	"ER"	4127	0.0690303137741535
"bBM4477"	"bBM4477"	"GR"	4536	0.0748094309519589
"bBM4478"	"bBM4478"	"MK"	3242	0.0650593866335756
"bBM4479"	"bBM4479"	"DC"	3152	0.0586420847367488
"bBM4480"	"bBM4480"	"DC"	4317	0.074242155646162
"bBM4483"	"bBM4483"	"ER"	3644	0.0612302783194469
"bBM4484"	"bBM4484"	"ER"	3651	0.0638893813153696
"bBM4485"	"bBM4485"	"ER"	3650	0.0634284701294097
"bBM4486"	"bBM4486"	"GR"	4086	0.0710157773444425
"bBM4487"	"bBM4487"	"MO"	3841	0.0683921290551321
"bBM4488"	"bBM4488"	"GR"	4084	0.0567984399929091
"bBM4489"	"bBM4489"	"GR"	4396	0.0749512497784081
"bBM4490"	"bBM4490"	"GR"	4298	0.0566566211664599
"bBM4491"	"bBM4491"	"ER"	3343	0.0564084382201737
"bBM4492"	"bBM4492"	"ER"	3711	0.0656621166459848
"bBM4493"	"bBM4493"	"ER"	3770	0.0695621343733381
"bBM4494"	"bBM4494"	"ER"	4226	0.0722566920758731
"bBM4495"	"bBM4495"	"ER"	2679	0.0164509838681085
"bBM4496"	"bBM4496"	"ER"	3228	0.0577202623648289
"bBM4497"	"bBM4497"	"GR"	4499	0.0627902854103882
"bBM4498"	"bBM4498"	"MO"	4277	0.0712285055841163
"bBM4499"	"bBM4499"	"GR"	3726	0.0586420847367488
"bBM4500"	"bBM4500"	"GR"	3827	0.0694203155468888
"bBM4501"	"bBM4501"	"ER"	4078	0.0685339478815813
"bBM4502"	"bBM4502"	"ER"	4189	0.0728594220882822
"bBM4503"	"bBM4503"	"GR"	3327	0.0524729657862081
"bBM4504"	"bBM4504"	"GR"	3869	0.0709803226378302
"bBM4505"	"bBM4505"	"GR"	3881	0.0673639425633753
"bBM4506"	"bBM4506"	"MO"	4169	0.0720439638361993
"bBM4507"	"bBM4507"	"ER"	3104	0.0565502570466229
"bBM4508"	"bBM4508"	"ER"	3762	0.0673639425633753
"bBM4509"	"bBM4509"	"ER"	3705	0.0652366601666371
"bBM4510"	"bBM4510"	"ER"	3651	0.0619039177450807
"bBM4511"	"bBM4511"	"GR"	4335	0.0708739585179933
"bBM4512"	"bBM4512"	"GR"	4018	0.0532884240382911
"bBM4513"	"bBM4513"	"ER"	3154	0.0600248182946286
"bBM4514"	"bBM4514"	"GR"	4425	0.0766885304024109
"bBM4515"	"bBM4515"	"DC"	2465	0.0508775039886545
"bBM4516"	"bBM4516"	"ER"	3055	0.0583584470838504
"bBM4517"	"bBM4517"	"MO"	4448	0.0749157950717958
"bBM4518"	"bBM4518"	"ER"	3365	0.059599361815281
"bBM4519"	"bBM4519"	"ER"	2402	0.0138982449920227
"bBM4520"	"bBM4520"	"GR"	3783	0.0572948058854813
"bBM4521"	"bBM4521"	"ER"	4169	0.0694912249601135
"bBM4522"	"bBM4522"	"ER"	3412	0.0648466583939018
"bBM4523"	"bBM4523"	"MO"	3395	0.0595639071086687
"bBM4524"	"bBM4524"	"ER"	3504	0.0627193759971636
"bBM4525"	"bBM4525"	"ER"	3383	0.0606630030136501
"bBM4526"	"bBM4526"	"GR"	3400	0.0501329551497961
"bBM4527"	"bBM4527"	"LY"	2895	0.0547066123027832
"bBM4528"	"bBM4528"	"ER"	2972	0.0529338769721681
"bBM4529"	"bBM4529"	"GR"	3413	0.0612302783194469
"bBM4530"	"bBM4530"	"ER"	3545	0.0645984754476157
"bBM4531"	"bBM4531"	"GR"	3877	0.0555575252614785
"bBM4532"	"bBM4532"	"GR"	3630	0.0604857294805886
"bBM4533"	"bBM4533"	"DC"	2738	0.0562311646871122
"bBM4534"	"bBM4534"	"MO"	3028	0.0574011700053182
"bBM4535"	"bBM4535"	"ER"	2752	0.0482893104059564
"bBM4536"	"bBM4536"	"BA"	2825	0.0565502570466229
"bBM4537"	"bBM4537"	"ER"	3338	0.0619039177450807
"bBM4538"	"bBM4538"	"ER"	3306	0.0641021095550434
"bBM4539"	"bBM4539"	"ER"	2190	0.00411274596702712
"bBM4540"	"bBM4540"	"ER"	3174	0.061478461265733
"bBM4541"	"bBM4541"	"ER"	2874	0.0527211487324942
"bBM4542"	"bBM4542"	"MO"	3921	0.070838503811381
"bBM4543"	"bBM4543"	"MO"	3645	0.0630384683566743
"bBM4544"	"bBM4544"	"GR"	4377	0.0594575429888318
"bBM4545"	"bBM4545"	"ER"	2935	0.0550966140755185
"bBM4546"	"bBM4546"	"GR"	4947	0.0760858003900018
"bBM4547"	"bBM4547"	"MK"	3251	0.062293919517816
"bBM4548"	"bBM4548"	"ER"	3107	0.052579329906045
"bBM4549"	"bBM4549"	"ER"	2805	0.0526147846126573
"bBM4550"	"bBM4550"	"ER"	3702	0.0655912072327601
"bBM4551"	"bBM4551"	"ER"	3273	0.0609111859599362
"bBM4552"	"bBM4552"	"ER"	3102	0.0571529870590321
"bBM4553"	"bBM4553"	"DC"	3298	0.0637121077823081
"bBM4554"	"bBM4554"	"MO"	3388	0.0607339124268747
"bBM4555"	"bBM4555"	"GR"	3207	0.0497784080836731
"bBM4556"	"bBM4556"	"GR"	3547	0.0653075695798617
"bBM4557"	"bBM4557"	"MO"	3057	0.0574366247119305
"bBM4558"	"bBM4558"	"GR"	3311	0.0628611948236128
"bBM4559"	"bBM4559"	"ER"	2084	0.0147846126573303
"bBM4560"	"bBM4560"	"GR"	2754	0.0523311469597589
"bBM4561"	"bBM4561"	"ER"	3404	0.0624002836376529
"bBM4562"	"bBM4562"	"ER"	3177	0.0577202623648289
"bBM4563"	"bBM4563"	"ER"	3754	0.0688175855344797
"bBM4564"	"bBM4564"	"ER"	2753	0.0522602375465343
"bBM4565"	"bBM4565"	"ER"	2765	0.0538556993440879
"bBM4566"	"bBM4566"	"ER"	3235	0.0605566388938132
"bBM4567"	"bBM4567"	"GR"	3471	0.0649175678071264
"bBM4568"	"bBM4568"	"GR"	3190	0.0568338946995214
"bBM4569"	"bBM4569"	"ER"	3121	0.05034568338947
"bBM4570"	"bBM4570"	"ER"	2751	0.0516575075341252
"bBM4571"	"bBM4571"	"ER"	3523	0.0689594043609289
"bBM4572"	"bBM4572"	"ER"	2939	0.0552384329019677
"bBM4573"	"bBM4573"	"MO"	2406	0.0480765821662826
"bBM4574"	"bBM4574"	"ER"	2983	0.0563375288069491
"bBM4575"	"bBM4575"	"GR"	3525	0.0625775571707144
"bBM4576"	"bBM4576"	"ER"	2858	0.0579329906045028
"bBM4577"	"bBM4577"	"MO"	3194	0.0627548307037759
"bBM4578"	"bBM4578"	"GR"	2932	0.0409147314305974
"bBM4579"	"bBM4579"	"ER"	2835	0.056089345860663
"bBM4580"	"bBM4580"	"GR"	3768	0.0627548307037759
"bBM4582"	"bBM4582"	"MO"	2587	0.0512320510547775
"bBM4583"	"bBM4583"	"DC"	3089	0.0570820776458075
"bBM4584"	"bBM4584"	"ER"	2807	0.047544761567098
"bBM4585"	"bBM4585"	"ER"	4279	0.0704130473320333
"bBM4586"	"bBM4586"	"ER"	2878	0.0527211487324942
"bBM4587"	"bBM4587"	"GR"	2793	0.0531820599184542
"bBM4588"	"bBM4588"	"ER"	2980	0.0562311646871122
"bBM4589"	"bBM4589"	"ER"	2980	0.0311292324056018
"bBM4590"	"bBM4590"	"ER"	3140	0.0567275305796845
"bBM4591"	"bBM4591"	"GR"	3611	0.0529338769721681
"bBM4592"	"bBM4592"	"ER"	2485	0.048714766885304
"bBM4593"	"bBM4593"	"ER"	2715	0.0510193228151037
"bBM4594"	"bBM4594"	"GR"	3418	0.0571529870590321
"bBM4595"	"bBM4595"	"ER"	2362	0.0332919695089523
"bBM4596"	"bBM4596"	"BA"	2827	0.0521184187200851
"bBM4597"	"bBM4597"	"ER"	2499	0.0203510015954618
"bBM4598"	"bBM4598"	"ER"	3133	0.0608757312533239
"bBM4599"	"bBM4599"	"ER"	3117	0.059599361815281
"bBM4600"	"bBM4600"	"ER"	3069	0.0591029959227087
"bBM4601"	"bBM4601"	"ER"	3598	0.0629675589434497
"bBM4602"	"bBM4602"	"ER"	3075	0.0574011700053182
"bBM4603"	"bBM4603"	"GR"	3347	0.0614075518525084
"bBM4604"	"bBM4604"	"ER"	2603	0.0473674880340365
"bBM4605"	"bBM4605"	"DC"	3114	0.0604148200673639
"bBM4606"	"bBM4606"	"ER"	3077	0.0586420847367488
"bBM4607"	"bBM4607"	"ER"	3014	0.0580039000177274
"bBM4608"	"bBM4608"	"ER"	2651	0.0516929622407375
"bBM4609"	"bBM4609"	"MO"	3014	0.0563020741003368
"bBM4610"	"bBM4610"	"ER"	2257	0.0113100514093246
"bBM4611"	"bBM4611"	"GR"	2660	0.0477929445133842
"bBM4612"	"bBM4612"	"MO"	3449	0.0598829994681794
"bBM4613"	"bBM4613"	"ER"	2612	0.0522602375465343
"bBM4614"	"bBM4614"	"BA"	2445	0.0498138627902854
"bBM4615"	"bBM4615"	"ER"	2637	0.0504165928026946
"bBM4616"	"bBM4616"	"ER"	2513	0.0450629321042368
"bBM4617"	"bBM4617"	"GR"	2928	0.0555929799680908
"bBM4618"	"bBM4618"	"ER"	3064	0.0562666193937245
"bBM4619"	"bBM4619"	"MO"	2983	0.0586775394433611
"bBM4620"	"bBM4620"	"ER"	3335	0.0592802694557703
"bBM4621"	"bBM4621"	"ER"	2588	0.0539975181705371
"bBM4622"	"bBM4622"	"GR"	3183	0.047544761567098
"bBM4623"	"bBM4623"	"ER"	3006	0.0556638893813154
"bBM4624"	"bBM4624"	"ER"	2885	0.0547066123027832
"bBM4625"	"bBM4625"	"ER"	2769	0.0527211487324942
"bBM4626"	"bBM4626"	"ER"	3150	0.0591029959227087
"bBM4627"	"bBM4627"	"ER"	2745	0.053394788158128
"bBM4628"	"bBM4628"	"ER"	2749	0.0292855876617621
"bBM4629"	"bBM4629"	"ER"	3690	0.0625421024641021
"bBM4630"	"bBM4630"	"ER"	2304	0.0452047509306861
"bBM4631"	"bBM4631"	"ER"	2941	0.0500975004431838
"bBM4632"	"bBM4632"	"ER"	3216	0.0567275305796845
"bBM4633"	"bBM4633"	"ER"	2500	0.0477220351001595
"bBM4634"	"bBM4634"	"ER"	2572	0.0525438751994327
"bBM4635"	"bBM4635"	"ER"	2496	0.0502038645630207
"bBM4636"	"bBM4636"	"ER"	2060	0.014288246764758
"bBM4637"	"bBM4637"	"ER"	3050	0.0561248005672753
"bBM4638"	"bBM4638"	"GR"	3590	0.0652721148732494
"bBM4639"	"bBM4639"	"MO"	3048	0.0568693494061337
"bBM4640"	"bBM4640"	"ER"	2084	0.0063818471902145
"bBM4641"	"bBM4641"	"ER"	2296	0.0253146605211842
"bBM4642"	"bBM4642"	"ER"	2809	0.0544229746498848
"bBM4643"	"bBM4643"	"ER"	3347	0.0659812090054955
"bBM4644"	"bBM4644"	"GR"	2508	0.0462329374224428
"bBM4645"	"bBM4645"	"DC"	2543	0.0507711398688176
"bBM4646"	"bBM4646"	"GR"	2293	0.0441765644389293
"bBM4647"	"bBM4647"	"ER"	2339	0.0271583052650239
"bBM4648"	"bBM4648"	"GR"	3067	0.0434674703066832
"bBM4649"	"bBM4649"	"ER"	2538	0.048005672753058
"bBM4650"	"bBM4650"	"ER"	2517	0.0420138273355788
"bBM4651"	"bBM4651"	"ER"	2848	0.0558057082077646
"bBM4652"	"bBM4652"	"ER"	2776	0.0531466052118419
"bBM4653"	"bBM4653"	"ER"	2142	0.0436447438397447
"bBM4654"	"bBM4654"	"ER"	2836	0.0542457011168233
"bBM4655"	"bBM4655"	"BA"	2367	0.046835667434852
"bBM4656"	"bBM4656"	"GR"	3067	0.0560184364474384
"bBM4657"	"bBM4657"	"MO"	2580	0.0460911185959936
"bBM4658"	"bBM4658"	"ER"	2823	0.0527566034391065
"bBM4659"	"bBM4659"	"GR"	2646	0.0539975181705371
"bBM4660"	"bBM4660"	"LY"	2691	0.0519411451870236
"bBM4661"	"bBM4661"	"ER"	1992	0.0203864563020741
"bBM4662"	"bBM4662"	"LY"	2219	0.0437865626661939
"bBM4663"	"bBM4663"	"ER"	2831	0.0546002481829463
"bBM4664"	"bBM4664"	"DC"	2919	0.0524729657862081
"bBM4665"	"bBM4665"	"GR"	2777	0.0453465697571353
"bBM4666"	"bBM4666"	"ER"	2325	0.0370147137032441
"bBM4667"	"bBM4667"	"ER"	1879	0.00315546888849495
"bBM4668"	"bBM4668"	"ER"	2956	0.0592802694557703
"bBM4669"	"bBM4669"	"ER"	3008	0.0540684275837617
"bBM4670"	"bBM4670"	"MO"	2235	0.0455592979968091
"bBM4671"	"bBM4671"	"LY"	2530	0.0480765821662826
"bBM4672"	"bBM4672"	"GR"	2539	0.0457720262364829
"bBM4673"	"bBM4673"	"ER"	2902	0.0582166282574012
"bBM4674"	"bBM4674"	"ER"	2324	0.0481474915795072
"bBM4676"	"bBM4676"	"ER"	1932	0.00733912426874668
"bBM4677"	"bBM4677"	"ER"	2955	0.0558411629143769
"bBM4678"	"bBM4678"	"ER"	3115	0.0608048218400993
"bBM4679"	"bBM4679"	"GR"	3134	0.0560184364474384
"bBM4680"	"bBM4680"	"ER"	2948	0.0583584470838504
"bBM4681"	"bBM4681"	"ER"	2797	0.0533238787449034
"bBM4682"	"bBM4682"	"ER"	1838	0.0303846835667435
"bBM4683"	"bBM4683"	"MO"	3906	0.068853040241092
"bBM4684"	"bBM4684"	"ER"	2269	0.0444247473852154
"bBM4686"	"bBM4686"	"ER"	2484	0.0287183123559653
"bBM4687"	"bBM4687"	"DC"	2436	0.0488565857117532
"bBM4688"	"bBM4688"	"ER"	2474	0.0482893104059564
"bBM4689"	"bBM4689"	"ER"	2253	0.0446729303315015
"bBM4690"	"bBM4690"	"ER"	2837	0.0539620634639248
"bBM4691"	"bBM4691"	"GR"	2293	0.0448147491579507
"bBM4692"	"bBM4692"	"ER"	2092	0.0105300478638539
"bBM4693"	"bBM4693"	"ER"	2666	0.0525438751994327
"bBM4694"	"bBM4694"	"ER"	2925	0.0565502570466229
"bBM4695"	"bBM4695"	"ER"	2398	0.0483247651125687
"bBM4696"	"bBM4696"	"GR"	3072	0.0561957099804999
"bBM4697"	"bBM4697"	"DC"	2347	0.0457720262364829
"bBM4698"	"bBM4698"	"ER"	2445	0.0485020386456302
"bBM4699"	"bBM4699"	"ER"	2504	0.0480411274596703
"bBM4700"	"bBM4700"	"GR"	2876	0.0545293387697217
"bBM4701"	"bBM4701"	"ER"	2339	0.0460911185959936
"bBM4702"	"bBM4702"	"ER"	3137	0.0594220882822195
"bBM4703"	"bBM4703"	"MO"	2484	0.0509838681084914
"bBM4704"	"bBM4704"	"GR"	2986	0.0549547952490693
"bBM4705"	"bBM4705"	"ER"	2703	0.0484665839390179
"bBM4706"	"bBM4706"	"ER"	2340	0.048005672753058
"bBM4707"	"bBM4707"	"ER"	2529	0.0502747739762453
"bBM4708"	"bBM4708"	"ER"	2900	0.0548129764226201
"bBM4709"	"bBM4709"	"ER"	3119	0.0581102641375643
"bBM4710"	"bBM4710"	"ER"	2061	0.0415529161496189
"bBM4711"	"bBM4711"	"ER"	2084	0.0258110264137564
"bBM4712"	"bBM4712"	"ER"	2175	0.0181882644921113
"bBM4713"	"bBM4713"	"ER"	2205	0.0439283814926432
"bBM4714"	"bBM4714"	"GR"	3392	0.0493884063109378
"bBM4715"	"bBM4715"	"ER"	2448	0.0457011168232583
"bBM4716"	"bBM4716"	"ER"	2811	0.0532175146250665
"bBM4717"	"bBM4717"	"ER"	1692	0.00546002481829463
"bBM4718"	"bBM4718"	"ER"	2285	0.0483956745257933
"bBM4719"	"bBM4719"	"ER"	2266	0.0431838326537848
"bBM4720"	"bBM4720"	"GR"	2648	0.0541038822903741
"bBM4721"	"bBM4721"	"GR"	3209	0.0498493174968977
"bBM4722"	"bBM4722"	"BA"	2754	0.0550257046622939
"bBM4723"	"bBM4723"	"ER"	2902	0.0516220528275129
"bBM4724"	"bBM4724"	"ER"	2319	0.0362347101577734
"bBM4725"	"bBM4725"	"GR"	2756	0.0562666193937245
"bBM4726"	"bBM4726"	"ER"	2065	0.0452047509306861
"bBM4727"	"bBM4727"	"MO"	2746	0.0528275128523312
"bBM4728"	"bBM4728"	"MK"	2614	0.0527211487324942
"bBM4729"	"bBM4729"	"ER"	2388	0.0432192873603971
"bBM4730"	"bBM4730"	"ER"	1946	0.0167346215210069
"bBM4731"	"bBM4731"	"ER"	2856	0.0509129586952668
"bBM4732"	"bBM4732"	"MK"	2278	0.0484311292324056
"bBM4733"	"bBM4733"	"ER"	2482	0.0492465874844886
"bBM4734"	"bBM4734"	"ER"	2461	0.0465520297819536
"bBM4735"	"bBM4735"	"GR"	2395	0.0496365892572239
"bBM4736"	"bBM4736"	"GR"	3049	0.0530756957986173
"bBM4737"	"bBM4737"	"MO"	2628	0.0545293387697217
"bBM4738"	"bBM4738"	"GR"	1971	0.0414110973231697
"bBM4739"	"bBM4739"	"ER"	3114	0.054919340542457
"bBM4740"	"bBM4740"	"ER"	2196	0.0465165750753413
"bBM4741"	"bBM4741"	"GR"	2625	0.0506293210423684
"bBM4742"	"bBM4742"	"ER"	2827	0.053040241092005
"bBM4744"	"bBM4744"	"GR"	3031	0.0485729480588548
"bBM4745"	"bBM4745"	"LY"	2496	0.0488565857117532
"bBM4746"	"bBM4746"	"ER"	2498	0.0526502393192696
"bBM4747"	"bBM4747"	"LY"	2157	0.04449565679844
"bBM4749"	"bBM4749"	"ER"	2617	0.0538911540507002
"bBM4750"	"bBM4750"	"GR"	2667	0.0423329196950895
"bBM4751"	"bBM4751"	"MO"	2219	0.0452402056372984
"bBM4752"	"bBM4752"	"BA"	2499	0.0507711398688176
"bBM4753"	"bBM4753"	"DC"	2216	0.0441056550257047
"bBM4754"	"bBM4754"	"LY"	1886	0.039815635525616
"bBM4755"	"bBM4755"	"MO"	2032	0.0450629321042368
"bBM4756"	"bBM4756"	"ER"	1625	0.005034568338947
"bBM4757"	"bBM4757"	"ER"	2096	0.0434674703066832
"bBM4758"	"bBM4758"	"ER"	2006	0.0423683744017018
"bBM4759"	"bBM4759"	"DC"	2155	0.0457365715298706
"bBM4760"	"bBM4760"	"GR"	2669	0.0504875022159192
"bBM4761"	"bBM4761"	"ER"	1489	0.00485729480588548
"bBM4762"	"bBM4762"	"ER"	1883	0.0130118773267151
"bBM4763"	"bBM4763"	"GR"	2254	0.0472256692075873
"bBM4765"	"bBM4765"	"LY"	1683	0.0353837971990782
"bBM4766"	"bBM4766"	"ER"	2486	0.0493529516043255
"bBM4767"	"bBM4767"	"ER"	2277	0.0426520120546003
"bBM4768"	"bBM4768"	"ER"	2237	0.0464102109555043
